SpecID,PassNonPass,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Scientific,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Nocturnal,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel,BodyMass-Comment,Record-Comment
4777,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Butastur liventer,Rufous-winged Buzzard,30,40,30,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,33799,Dunning08,1,,
4778,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Butastur indicus,Grey-faced Buzzard,0,50,50,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,4146,Dunning08,1,,
4779,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Geranospiza caerulescens,Crane Hawk,30,30,40,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,20,30,50,0,0,0,Ref_2,1,Jessica,0,3025,Dunning08,1,,
4783,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Leucopternis plumbeus,Plumbeous Hawk,30,40,0,30,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,482,Dunning08,1,,
4784,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Leucopternis schistaceus,Slate-coloured Hawk,0,30,70,0,0,0,0,0,0,0,VertFishScav,Ref_2,B,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,99999,Dunning08,1,,
4785,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Leucopternis princeps,Barred Hawk,0,0,100,0,0,0,0,0,0,0,VertFishScav,Ref_2,C,Jennifer,0,0,0,10,60,10,20,0,Ref_2,1,Other,0,99999,Dunning08,1,,
4786,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Leucopternis melanops,Black-faced Hawk,0,0,100,0,0,0,0,0,0,0,VertFishScav,Ref_2,B,Jennifer,0,0,50,20,30,0,0,0,Ref_2,1,Jessica,0,312,Dunning08,1,,
4787,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Leucopternis kuhli,White-browed Hawk,0,0,100,0,0,0,0,0,0,0,VertFishScav,Ref_2,C,Jennifer,0,0,20,60,20,0,0,0,Ref_2,1,Other,0,35209,Dunning08,1,,
4788,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Leucopternis lacernulatus,White-necked Hawk,30,30,40,0,0,0,0,0,0,0,VertFishScav,Ref_2,B,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,5955,GenAvg,0,,
4789,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Leucopternis semiplumbeus,Semiplumbeous Hawk,10,10,80,0,0,0,0,0,0,0,VertFishScav,Ref_2,B,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,28504,Dunning08,1,,
4790,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Leucopternis albicollis,White Hawk,20,30,30,20,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,7037,Dunning08,1,,
4791,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Leucopternis occidentalis,Grey-backed Hawk,40,20,40,0,0,0,0,0,0,0,VertFishScav,Ref_2,B,Jennifer,0,0,80,20,0,0,0,0,Ref_2,1,Jessica,0,65999,Dunning08,1,,
4792,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Leucopternis polionotus,Mantled Hawk,0,70,30,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,5955,GenAvg,0,,
4793,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteogallus aequinoctialis,Rufous Crab-hawk,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,65763,Dunning08,1,,
4794,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteogallus anthracinus,Common Black-hawk,30,0,30,40,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,40,30,10,10,10,0,Ref_2,1,Other,0,97509,Dunning08,1,,
4798,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteogallus urubitinga,Great Black-hawk,20,20,30,10,0,10,10,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,40,10,10,40,0,0,Ref_2,1,Other,0,115287,Dunning08,1,,
4799,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteogallus meridionalis,Savanna Hawk,20,30,30,20,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,80799,Dunning08,1,,
4800,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Parabuteo unicinctus,Harris's Hawk,0,90,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,85028,Dunning08,1,,
4801,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Busarellus nigricollis,Black-collared Hawk,10,0,0,90,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,76614,Dunning08,1,,
4802,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Geranoaetus melanoleucus,Black-chested Buzzard-eagle,0,90,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,237862,Dunning08,1,,
4803,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Harpyhaliaetus solitarius,Solitary Eagle,0,10,90,0,0,0,0,0,0,0,VertFishScav,Ref_2,B,Jennifer,0,0,60,20,20,0,0,0,Ref_2,1,Jessica,0,3000,Dunning08,1,,
4804,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Harpyhaliaetus coronatus,Crowned Eagle,0,70,20,0,0,10,0,0,0,0,VertFishScav,Ref_2,B,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,2950,Dunning08,1,,
4806,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo nitidus,Grey Hawk,20,20,60,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,0,33,33,33,0,0,Ref_2,1,Jessica,0,51904,Dunning08,1,,
4807,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo magnirostris,Roadside Hawk,40,30,30,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,33,33,33,0,0,0,Ref_2,1,Jessica,0,269,Dunning08,1,,
4808,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo lineatus,Red-shouldered Hawk,20,40,40,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,33,33,33,0,0,0,Ref_2,1,Jessica,0,60372,Dunning08,1,,
4809,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo ridgwayi,Ridgway's Hawk,0,60,40,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,20,20,20,20,20,0,Ref_2,1,Jessica,0,8664,GenAvg,0,,
4810,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo platypterus,Broad-winged Hawk,10,70,20,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,45365,Dunning08,1,,
4811,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo leucorrhous,White-rumped Hawk,30,20,50,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,290,Dunning08,1,,
4812,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo brachyurus,Short-tailed Hawk,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,B,Jennifer,0,0,0,0,0,80,20,0,Ref_2,1,Other,0,49601,Dunning08,1,,
4813,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo albigula,White-throated Hawk,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,B,Jennifer,0,0,40,30,30,0,0,0,Ref_2,1,Jessica,0,52499,PrimScale,1,MarceloR,
4814,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo swainsoni,Swainson's Hawk,30,60,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,20,20,20,20,20,0,Ref_2,1,Jessica,0,94661,Dunning08,1,,
4815,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo galapagoensis,Galapagos Hawk,10,50,30,0,0,10,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,113744,Dunning08,1,,
4816,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo albicaudatus,White-tailed Hawk,10,40,40,0,0,10,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,885,Dunning08,1,,
4817,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo polyosoma,Red-backed Hawk,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,78261,Dunning08,1,,
4822,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo albonotatus,Zone-tailed Hawk,0,70,30,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,50,20,30,0,0,0,Ref_2,1,Jessica,0,74592,Dunning08,1,,
4823,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo solitarius,Hawaiian Hawk,30,70,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,33,33,33,0,0,0,Ref_2,1,Jessica,0,50088,Dunning08,1,,
4824,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo jamaicensis,Red-tailed Hawk,10,60,30,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,0,0,33,33,33,0,Ref_2,1,Jessica,0,110116,Dunning08,1,,
4825,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo ventralis,Rufous-tailed Hawk,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,B,Jennifer,0,0,50,20,30,0,0,0,Ref_2,1,Jessica,0,119052,Dunning08,1,,
4826,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo buteo,Common Buzzard,0,90,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,7591,Dunning08,1,,
4834,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo oreophilus,Mountain Buzzard,10,60,30,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,50,30,20,0,0,0,Ref_2,1,Other,0,69999,Dunning08,1,,
4835,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo brachypterus,Madagascar Buzzard,10,30,60,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,60,20,20,0,0,0,Ref_2,1,Jessica,0,511,Dunning08,1,,
4836,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo rufinus,Long-legged Buzzard,0,80,20,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,116618,Dunning08,1,,
4838,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo hemilasius,Upland Buzzard,10,80,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,135889,Dunning08,1,,
4839,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo regalis,Ferruginous Hawk,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,143718,Dunning08,1,,
4840,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo lagopus,Rough-legged Hawk,10,80,0,10,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,94976,Dunning08,1,,
4841,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo auguralis,Red-necked Buzzard,40,30,30,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,80,20,0,0,0,0,Ref_2,1,Jessica,0,66392,Dunning08,1,,
4843,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo augur,Augur Buzzard,10,40,40,0,0,10,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,60,20,20,0,0,0,Ref_2,1,Jessica,0,109918,Dunning08,1,,
4844,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,IOC27,Buteo archeri,Archer's Buzzard,50,0,0,0,50,0,0,0,0,0,Omnivore,Ref_2,B,Jennifer,0,0,60,20,20,0,0,0,Ref_2,1,Jessica,0,8664,GenAvg,0,,
4845,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Buteo rufofuscus,Jackal Buzzard,10,40,40,0,0,10,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,40,30,20,10,0,0,Ref_2,1,Other,0,1530,Dunning08,1,,
4846,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Morphnus guianensis,Crested Eagle,0,60,40,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,0,0,33,33,33,0,Ref_2,1,Jessica,0,1750,Dunning08,1,,
4847,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Harpia harpyja,Harpy Eagle,0,80,20,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,10,10,40,40,0,0,Ref_2,1,Other,0,4800,Dunning08,1,,
4848,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Harpyopsis novaeguineae,New Guinea Eagle,0,80,20,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,40,10,10,30,10,0,Ref_2,1,Other,0,195959,Dunning08,1,,
4849,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Pithecophaga jefferyi,Philippine Eagle,0,80,20,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,30,20,20,30,0,0,Ref_2,1,Other,0,517532,Dunning08,1,,
4850,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Ictinaetus malayensis,Black Eagle,20,50,30,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,0,0,30,70,0,0,Ref_2,1,Jessica,0,1028,Dunning08,1,,
4852,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Aquila pomarina,Lesser Spotted Eagle,20,40,40,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,20,20,20,20,20,0,Ref_2,1,Jessica,0,135941,Dunning08,1,,
4854,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Aquila clanga,Greater Spotted Eagle,10,30,30,20,0,10,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,50,20,30,0,0,0,Ref_2,1,Jessica,0,215429,Dunning08,1,,
4855,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Aquila rapax,Tawny Eagle,10,50,20,10,0,10,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,223606,Dunning08,1,,
4858,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Aquila nipalensis,Steppe Eagle,0,90,0,0,0,10,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,271433,Dunning08,1,,
4861,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Aquila adalberti,Spanish Imperial Eagle,0,90,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,295803,Dunning08,1,,
4862,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Aquila heliaca,Eastern Imperial Eagle,0,70,20,0,0,10,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,312521,Dunning08,1,,
4863,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Aquila gurneyi,Gurney's Eagle,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,B,Jennifer,0,0,30,20,20,30,0,0,Ref_2,1,Other,0,305999,Dunning08,1,,
4864,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Aquila chrysaetos,Golden Eagle,0,80,10,0,0,10,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,424797,Dunning08,1,,
4866,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Aquila audax,Wedge-tailed Eagle,0,50,30,0,0,20,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,70,0,0,30,0,0,Ref_2,1,Jessica,0,344986,Dunning08,1,,
4867,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Aquila verreauxii,Verreaux's Eagle,0,90,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,60,10,10,10,10,0,Ref_2,1,Other,0,4195,Dunning08,1,,
4868,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Aquila wahlbergi,Wahlberg's Eagle,10,20,70,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,80,10,10,0,0,0,Ref_2,1,Jessica,0,63999,Dunning08,1,,
4869,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Aquila fasciatus,Bonelli's Eagle,0,90,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,70,0,10,10,10,0,Ref_2,1,Other,0,193649,Dunning08,1,,
4870,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Hieraaetus spilogaster,African Hawk-eagle,0,90,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,40,20,20,0,20,0,Ref_2,1,Jessica,0,146617,Dunning08,1,,
4871,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Hieraaetus pennatus,Booted Eagle,10,90,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,82375,Dunning08,1,,
4872,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Hieraaetus morphnoides,Little Eagle,10,40,40,0,0,10,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,70,0,10,10,10,0,Ref_2,1,Other,0,77505,Dunning08,1,,
4873,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Hieraaetus ayresii,Ayres's Hawk-eagle,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,0,0,33,33,33,0,Ref_2,1,Jessica,0,80606,Dunning08,1,,
4875,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Lophotriorchis kienerii,Rufous-bellied Eagle,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,50,20,10,10,10,0,Ref_2,1,Other,0,799,Dunning08,1,,
4876,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Polemaetus bellicosus,Martial Eagle,0,80,20,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,60,20,20,0,0,0,Ref_2,1,Jessica,0,396454,Dunning08,1,,
4877,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Spizaetus melanoleucus,Black-and-white Hawk-eagle,0,80,20,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,30,10,10,30,20,0,Ref_2,1,Other,0,850,Dunning08,1,,
4878,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Lophaetus occipitalis,Long-crested Eagle,10,60,20,10,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,1067,Dunning08,1,,
4879,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Aquila africanus,Cassin's Hawk-eagle,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,0,0,20,80,0,0,Ref_2,1,Jessica,0,1047,Dunning08,1,,
4880,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Nisaetus cirrhatus,Changeable Hawk-eagle,0,50,50,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,50,20,30,0,0,0,Ref_2,1,Jessica,0,147512,Dunning08,1,,
4884,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Nisaetus nipalensis,Mountain Hawk-eagle,0,80,20,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,100,0,0,0,0,0,Ref_2,1,Jessica,0,300499,Dunning08,1,,
4885,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Nisaetus alboniger,Blyth's Hawk-eagle,0,80,20,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,0,0,70,30,0,0,Ref_2,1,Jessica,0,82999,Dunning08,1,,
4886,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Nisaetus bartelsi,Javan Hawk-eagle,0,80,20,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,60,20,20,0,0,0,Ref_2,1,Jessica,0,139137,GenAvg,0,,
4887,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Nisaetus lanceolatus,Sulawesi Hawk-eagle,0,80,20,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,60,20,20,0,0,0,Ref_2,1,Jessica,0,139137,GenAvg,0,,
4888,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Nisaetus philippensis,Philippine Hawk-eagle,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,C,Jennifer,0,0,60,20,20,0,0,0,Ref_2,1,Jessica,0,1168,Dunning08,1,,
4889,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Nisaetus nanus,Wallace's Hawk-eagle,0,80,20,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,40,20,20,20,0,0,Ref_2,1,Jessica,0,55776,Dunning08,1,,
4891,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Spizaetus tyrannus,Black Hawk-eagle,0,60,40,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,20,20,30,20,10,0,Ref_2,1,Other,0,100711,Dunning08,1,,
4892,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Spizaetus ornatus,Ornate Hawk-eagle,0,90,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,10,20,50,20,0,0,Ref_2,1,Other,0,11974,Dunning08,1,,
4893,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Stephanoaetus coronatus,Crowned Hawk-eagle,0,90,10,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,40,20,20,20,0,0,Ref_2,1,Other,0,3640,Dunning08,1,,
4894,Nonpasseriformes,Accipitriformes,Accipitridae,"Osprey, kites, hawks and eagles",36,BL3,Spizaetus isidori,Black-and-chestnut Eagle,0,100,0,0,0,0,0,0,0,0,VertFishScav,Ref_2,A,Jennifer,0,0,0,0,30,60,10,0,Ref_2,1,Other,0,3087,PrimScale,1,MarceloR,
